occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
24	1150	-1	2	0x7276A	0x0802	87183	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
25	1150	-1	2	0x7276E	0x66F4	87267	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
26	1150	-1	2	0x72770	0x13C0	87323	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
27	1150	-1	2	0x72776	0x4E71	87442	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
28	1150	-1	2	0x72778	0x4E71	87470	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
29	1150	-1	2	0x7277A	0x4E71	87498	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
30	1150	-1	2	0x7277C	0x1439	87526	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
31	1150	-1	2	0x72782	0x0802	87645	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
32	1150	-1	2	0x72786	0x66F4	87715	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
33	1150	-1	2	0x72788	0x13C1	87771	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
34	1150	0	2	0x7278E	0x4E75	87890	0x72C6C	112	return	target=0x72C6C	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
35	1150	0	2	0x72C6C	0x45FA	88002	0x72C70	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
36	1150	0	2	0x72C70	0x7613	88058	0x72C72	28	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
37	1150	0	2	0x72C72	0x101A	88086	0x72C74	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
38	1150	0	2	0x72C74	0x1219	88156	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
39	1150	0	2	0x72C76	0x4EBA	88212	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
40	1150	0	2	0x72722	0x082D	88338	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
41	1150	0	2	0x72728	0x6630	88450	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
42	1150	0	2	0x7275A	0x142D	88520	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
43	1150	0	2	0x7275E	0x0882	88604	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
44	1150	0	2	0x72762	0xD002	88688	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
45	1150	0	2	0x72764	0x1439	88716	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
46	1150	0	2	0x7276A	0x0802	88835	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
47	1150	0	2	0x7276E	0x66F4	88905	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
48	1150	0	2	0x72764	0x1439	88975	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
49	1150	0	2	0x7276A	0x0802	89094	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
50	1150	0	2	0x7276E	0x66F4	89178	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
51	1150	0	2	0x72764	0x1439	89248	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
52	1150	0	2	0x7276A	0x0802	89367	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
53	1150	0	2	0x7276E	0x66F4	89437	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
54	1150	0	2	0x72770	0x13C0	89493	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
55	1150	0	2	0x72776	0x4E71	89612	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
56	1150	0	2	0x72778	0x4E71	89640	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
57	1150	0	2	0x7277A	0x4E71	89668	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
58	1150	0	2	0x7277C	0x1439	89696	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
59	1150	0	2	0x72782	0x0802	89815	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
60	1150	0	2	0x72786	0x66F4	89885	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
61	1150	0	2	0x72788	0x13C1	89941	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
62	1150	1	2	0x7278E	0x4E75	90060	0x72C7A	126	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
63	1150	1	2	0x72C7A	0x51CB	90186	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
64	1150	1	2	0x72C72	0x101A	90256	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
65	1150	1	2	0x72C74	0x1219	90312	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
66	1150	1	2	0x72C76	0x4EBA	90368	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
67	1150	1	2	0x72722	0x082D	90494	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
68	1150	1	2	0x72728	0x6630	90606	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
69	1150	1	2	0x7275A	0x142D	90676	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
70	1150	1	2	0x7275E	0x0882	90760	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
71	1150	1	2	0x72762	0xD002	90844	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
72	1150	1	2	0x72764	0x1439	90872	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
73	1150	1	2	0x7276A	0x0802	90991	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
74	1150	1	2	0x7276E	0x66F4	91075	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
75	1150	1	2	0x72764	0x1439	91145	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
76	1150	1	2	0x7276A	0x0802	91264	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
77	1150	1	2	0x7276E	0x66F4	91334	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
78	1150	1	2	0x72764	0x1439	91404	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
79	1150	1	2	0x7276A	0x0802	91523	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
80	1150	1	2	0x7276E	0x66F4	91593	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
81	1150	1	2	0x72770	0x13C0	91649	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
82	1150	1	2	0x72776	0x4E71	91768	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
83	1150	1	2	0x72778	0x4E71	91796	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
84	1150	1	2	0x7277A	0x4E71	91824	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
85	1150	1	2	0x7277C	0x1439	91852	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
86	1150	1	2	0x72782	0x0802	91971	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
87	1150	1	2	0x72786	0x66F4	92055	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
88	1150	1	2	0x72788	0x13C1	92111	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
89	1150	2	2	0x7278E	0x4E75	92230	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
90	1150	2	2	0x72C7A	0x51CB	92342	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
91	1150	2	2	0x72C72	0x101A	92412	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
92	1150	2	2	0x72C74	0x1219	92468	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
93	1150	2	2	0x72C76	0x4EBA	92524	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
94	1150	2	2	0x72722	0x082D	92650	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
95	1150	2	2	0x72728	0x6630	92762	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
96	1150	2	2	0x7275A	0x142D	92832	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
97	1150	2	2	0x7275E	0x0882	92916	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
98	1150	2	2	0x72762	0xD002	93014	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
99	1150	2	2	0x72764	0x1439	93042	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
100	1150	2	2	0x7276A	0x0802	93161	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
101	1150	2	2	0x7276E	0x66F4	93231	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
102	1150	2	2	0x72764	0x1439	93301	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
103	1150	2	2	0x7276A	0x0802	93420	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
104	1150	2	2	0x7276E	0x66F4	93490	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
105	1150	2	2	0x72764	0x1439	93560	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
106	1150	2	2	0x7276A	0x0802	93679	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
107	1150	2	2	0x7276E	0x66F4	93749	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
108	1150	2	2	0x72770	0x13C0	93805	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
109	1150	2	2	0x72776	0x4E71	93924	0x72778	42	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
110	1150	2	2	0x72778	0x4E71	93966	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
111	1150	2	2	0x7277A	0x4E71	93994	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
112	1150	2	2	0x7277C	0x1439	94022	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
113	1150	2	2	0x72782	0x0802	94141	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
114	1150	2	2	0x72786	0x66F4	94211	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
115	1150	2	2	0x72788	0x13C1	94267	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
116	1150	3	2	0x7278E	0x4E75	94386	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
117	1150	3	2	0x72C7A	0x51CB	94498	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
118	1150	3	2	0x72C72	0x101A	94568	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
119	1150	3	2	0x72C74	0x1219	94624	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
120	1150	3	2	0x72C76	0x4EBA	94680	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
121	1150	3	2	0x72722	0x082D	94806	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
122	1150	3	2	0x72728	0x6630	94918	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
123	1150	3	2	0x7275A	0x142D	95002	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
124	1150	3	2	0x7275E	0x0882	95086	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
125	1150	3	2	0x72762	0xD002	95170	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
126	1150	3	2	0x72764	0x1439	95198	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
127	1150	3	2	0x7276A	0x0802	95317	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
128	1150	3	2	0x7276E	0x66F4	95387	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
129	1150	3	2	0x72764	0x1439	95457	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
130	1150	3	2	0x7276A	0x0802	95576	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
131	1150	3	2	0x7276E	0x66F4	95646	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
132	1150	3	2	0x72764	0x1439	95716	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
133	1150	3	2	0x7276A	0x0802	95835	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
134	1150	3	2	0x7276E	0x66F4	95919	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
135	1150	3	2	0x72770	0x13C0	95975	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
136	1150	3	2	0x72776	0x4E71	96094	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
137	1150	3	2	0x72778	0x4E71	96122	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
138	1150	3	2	0x7277A	0x4E71	96150	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
139	1150	3	2	0x7277C	0x1439	96178	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
140	1150	3	2	0x72782	0x0802	96297	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
141	1150	3	2	0x72786	0x66F4	96367	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
142	1150	3	2	0x72788	0x13C1	96423	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
143	1150	4	2	0x7278E	0x4E75	96542	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
144	1150	4	2	0x72C7A	0x51CB	96654	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
145	1150	4	2	0x72C72	0x101A	96724	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
146	1150	4	2	0x72C74	0x1219	96780	0x72C76	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
147	1150	4	2	0x72C76	0x4EBA	96850	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
148	1150	4	2	0x72722	0x082D	96976	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
149	1150	4	2	0x72728	0x6630	97088	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
150	1150	4	2	0x7275A	0x142D	97158	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
151	1150	4	2	0x7275E	0x0882	97242	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
152	1150	4	2	0x72762	0xD002	97326	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
153	1150	4	2	0x72764	0x1439	97354	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
154	1150	4	2	0x7276A	0x0802	97473	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
155	1150	4	2	0x7276E	0x66F4	97543	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
156	1150	4	2	0x72764	0x1439	97613	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
157	1150	4	2	0x7276A	0x0802	97732	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
158	1150	4	2	0x7276E	0x66F4	97816	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
159	1150	4	2	0x72764	0x1439	97886	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
160	1150	4	2	0x7276A	0x0802	98005	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
161	1150	4	2	0x7276E	0x66F4	98075	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
162	1150	4	2	0x72770	0x13C0	98131	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
163	1150	4	2	0x72776	0x4E71	98250	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
164	1150	4	2	0x72778	0x4E71	98278	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
165	1150	4	2	0x7277A	0x4E71	98306	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
166	1150	4	2	0x7277C	0x1439	98334	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
167	1150	4	2	0x72782	0x0802	98453	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
168	1150	4	2	0x72786	0x66F4	98523	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
169	1150	4	2	0x72788	0x13C1	98579	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
170	1150	5	2	0x7278E	0x4E75	98698	0x72C7A	126	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
171	1150	5	2	0x72C7A	0x51CB	98824	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
172	1150	5	2	0x72C72	0x101A	98894	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
173	1150	5	2	0x72C74	0x1219	98950	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
174	1150	5	2	0x72C76	0x4EBA	99006	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
175	1150	5	2	0x72722	0x082D	99132	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
176	1150	5	2	0x72728	0x6630	99244	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
177	1150	5	2	0x7275A	0x142D	99314	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
178	1150	5	2	0x7275E	0x0882	99398	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
179	1150	5	2	0x72762	0xD002	99482	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
180	1150	5	2	0x72764	0x1439	99510	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
181	1150	5	2	0x7276A	0x0802	99629	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
182	1150	5	2	0x7276E	0x66F4	99713	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
183	1150	5	2	0x72764	0x1439	99783	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
184	1150	5	2	0x7276A	0x0802	99902	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
185	1150	5	2	0x7276E	0x66F4	99972	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
186	1150	5	2	0x72764	0x1439	100042	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
187	1150	5	2	0x7276A	0x0802	100161	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
188	1150	5	2	0x7276E	0x66F4	100231	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
189	1150	5	2	0x72770	0x13C0	100287	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
190	1150	5	2	0x72776	0x4E71	100406	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
191	1150	5	2	0x72778	0x4E71	100434	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
192	1150	5	2	0x7277A	0x4E71	100462	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
193	1150	5	2	0x7277C	0x1439	100490	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
