occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
15	978	-1	2	0x72C62	0x1801	158290	0x72C64	28	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
16	978	-1	2	0x72C64	0x103C	158318	0x72C68	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
17	978	-1	2	0x72C68	0x4EBA	158374	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
18	978	-1	2	0x72722	0x082D	158500	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
19	978	-1	2	0x72728	0x6630	158612	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
20	978	-1	2	0x7275A	0x142D	158682	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
21	978	-1	2	0x7275E	0x0882	158766	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
22	978	-1	2	0x72762	0xD002	158850	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
23	978	-1	2	0x72764	0x1439	158878	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
24	978	-1	2	0x7276A	0x0802	158997	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
25	978	-1	2	0x7276E	0x66F4	159081	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
26	978	-1	2	0x72770	0x13C0	159137	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
27	978	-1	2	0x72776	0x4E71	159256	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
28	978	-1	2	0x72778	0x4E71	159284	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
29	978	-1	2	0x7277A	0x4E71	159312	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
30	978	-1	2	0x7277C	0x1439	159340	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
31	978	-1	2	0x72782	0x0802	159459	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
32	978	-1	2	0x72786	0x66F4	159529	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
33	978	-1	2	0x72788	0x13C1	159585	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
34	978	0	2	0x7278E	0x4E75	159704	0x72C6C	112	return	target=0x72C6C	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
35	978	0	2	0x72C6C	0x45FA	159816	0x72C70	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
36	978	0	2	0x72C70	0x7613	159872	0x72C72	28	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
37	978	0	2	0x72C72	0x101A	159900	0x72C74	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
38	978	0	2	0x72C74	0x1219	159970	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
39	978	0	2	0x72C76	0x4EBA	160026	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
40	978	0	2	0x72722	0x082D	160152	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
41	978	0	2	0x72728	0x6630	160264	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
42	978	0	2	0x7275A	0x142D	160334	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
43	978	0	2	0x7275E	0x0882	160418	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
44	978	0	2	0x72762	0xD002	160502	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
45	978	0	2	0x72764	0x1439	160530	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
46	978	0	2	0x7276A	0x0802	160649	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
47	978	0	2	0x7276E	0x66F4	160719	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
48	978	0	2	0x72764	0x1439	160789	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
49	978	0	2	0x7276A	0x0802	160908	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
50	978	0	2	0x7276E	0x66F4	160992	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
51	978	0	2	0x72764	0x1439	161062	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
52	978	0	2	0x7276A	0x0802	161181	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
53	978	0	2	0x7276E	0x66F4	161251	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
54	978	0	2	0x72770	0x13C0	161307	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
55	978	0	2	0x72776	0x4E71	161426	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
56	978	0	2	0x72778	0x4E71	161454	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
57	978	0	2	0x7277A	0x4E71	161482	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
58	978	0	2	0x7277C	0x1439	161510	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
59	978	0	2	0x72782	0x0802	161629	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
60	978	0	2	0x72786	0x66F4	161699	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
61	978	0	2	0x72788	0x13C1	161755	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
62	978	1	2	0x7278E	0x4E75	161874	0x72C7A	126	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
63	978	1	2	0x72C7A	0x51CB	162000	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
64	978	1	2	0x72C72	0x101A	162070	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
65	978	1	2	0x72C74	0x1219	162126	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
66	978	1	2	0x72C76	0x4EBA	162182	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
67	978	1	2	0x72722	0x082D	162308	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
68	978	1	2	0x72728	0x6630	162420	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
69	978	1	2	0x7275A	0x142D	162490	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
70	978	1	2	0x7275E	0x0882	162574	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
71	978	1	2	0x72762	0xD002	162658	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
72	978	1	2	0x72764	0x1439	162686	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
73	978	1	2	0x7276A	0x0802	162805	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
74	978	1	2	0x7276E	0x66F4	162889	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
75	978	1	2	0x72764	0x1439	162959	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
76	978	1	2	0x7276A	0x0802	163078	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
77	978	1	2	0x7276E	0x66F4	163148	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
78	978	1	2	0x72764	0x1439	163218	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
79	978	1	2	0x7276A	0x0802	163337	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
80	978	1	2	0x7276E	0x66F4	163407	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
81	978	1	2	0x72770	0x13C0	163463	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
82	978	1	2	0x72776	0x4E71	163582	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
83	978	1	2	0x72778	0x4E71	163610	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
84	978	1	2	0x7277A	0x4E71	163638	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
85	978	1	2	0x7277C	0x1439	163666	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
86	978	1	2	0x72782	0x0802	163785	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
87	978	1	2	0x72786	0x66F4	163869	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
88	978	1	2	0x72788	0x13C1	163925	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
89	978	2	2	0x7278E	0x4E75	164044	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
90	978	2	2	0x72C7A	0x51CB	164156	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
91	978	2	2	0x72C72	0x101A	164226	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
92	978	2	2	0x72C74	0x1219	164282	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
93	978	2	2	0x72C76	0x4EBA	164338	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
94	978	2	2	0x72722	0x082D	164464	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
95	978	2	2	0x72728	0x6630	164576	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
96	978	2	2	0x7275A	0x142D	164646	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
97	978	2	2	0x7275E	0x0882	164730	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
98	978	2	2	0x72762	0xD002	164828	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
99	978	2	2	0x72764	0x1439	164856	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
100	978	2	2	0x7276A	0x0802	164975	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
101	978	2	2	0x7276E	0x66F4	165045	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
102	978	2	2	0x72764	0x1439	165115	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
103	978	2	2	0x7276A	0x0802	165234	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
104	978	2	2	0x7276E	0x66F4	165304	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
105	978	2	2	0x72764	0x1439	165374	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
106	978	2	2	0x7276A	0x0802	165493	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
107	978	2	2	0x7276E	0x66F4	165563	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
108	978	2	2	0x72770	0x13C0	165619	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
109	978	2	2	0x72776	0x4E71	165738	0x72778	42	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
110	978	2	2	0x72778	0x4E71	165780	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
111	978	2	2	0x7277A	0x4E71	165808	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
112	978	2	2	0x7277C	0x1439	165836	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
113	978	2	2	0x72782	0x0802	165955	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
114	978	2	2	0x72786	0x66F4	166025	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
115	978	2	2	0x72788	0x13C1	166081	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
116	978	3	2	0x7278E	0x4E75	166200	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
117	978	3	2	0x72C7A	0x51CB	166312	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
118	978	3	2	0x72C72	0x101A	166382	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
119	978	3	2	0x72C74	0x1219	166438	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
120	978	3	2	0x72C76	0x4EBA	166494	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
121	978	3	2	0x72722	0x082D	166620	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
122	978	3	2	0x72728	0x6630	166732	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
123	978	3	2	0x7275A	0x142D	166816	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
124	978	3	2	0x7275E	0x0882	166900	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
125	978	3	2	0x72762	0xD002	166984	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
126	978	3	2	0x72764	0x1439	167012	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
127	978	3	2	0x7276A	0x0802	167131	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
128	978	3	2	0x7276E	0x66F4	167201	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
129	978	3	2	0x72764	0x1439	167271	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
130	978	3	2	0x7276A	0x0802	167390	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
131	978	3	2	0x7276E	0x66F4	167460	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
132	978	3	2	0x72764	0x1439	167530	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
133	978	3	2	0x7276A	0x0802	167649	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
134	978	3	2	0x7276E	0x66F4	167733	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
135	978	3	2	0x72770	0x13C0	167789	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
136	978	3	2	0x72776	0x4E71	167908	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
137	978	3	2	0x72778	0x4E71	167936	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
138	978	3	2	0x7277A	0x4E71	167964	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
139	978	3	2	0x7277C	0x1439	167992	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
140	978	3	2	0x72782	0x0802	168111	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
141	978	3	2	0x72786	0x66F4	168181	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
142	978	3	2	0x72788	0x13C1	168237	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
143	978	4	2	0x7278E	0x4E75	168356	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
144	978	4	2	0x72C7A	0x51CB	168468	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
145	978	4	2	0x72C72	0x101A	168538	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
146	978	4	2	0x72C74	0x1219	168594	0x72C76	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
147	978	4	2	0x72C76	0x4EBA	168664	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
148	978	4	2	0x72722	0x082D	168790	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
149	978	4	2	0x72728	0x6630	168902	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
150	978	4	2	0x7275A	0x142D	168972	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
151	978	4	2	0x7275E	0x0882	169056	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
152	978	4	2	0x72762	0xD002	169140	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
153	978	4	2	0x72764	0x1439	169168	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
154	978	4	2	0x7276A	0x0802	169287	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
155	978	4	2	0x7276E	0x66F4	169357	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
156	978	4	2	0x72764	0x1439	169427	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
157	978	4	2	0x7276A	0x0802	169546	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
158	978	4	2	0x7276E	0x66F4	169630	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
159	978	4	2	0x72764	0x1439	169700	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
160	978	4	2	0x7276A	0x0802	169819	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
161	978	4	2	0x7276E	0x66F4	169889	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
162	978	4	2	0x72770	0x13C0	169945	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
163	978	4	2	0x72776	0x4E71	170064	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
164	978	4	2	0x72778	0x4E71	170092	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
165	978	4	2	0x7277A	0x4E71	170120	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
166	978	4	2	0x7277C	0x1439	170148	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
167	978	4	2	0x72782	0x0802	170267	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
168	978	4	2	0x72786	0x66F4	170337	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
169	978	4	2	0x72788	0x13C1	170393	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
170	978	5	2	0x7278E	0x4E75	170512	0x72C7A	126	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
171	978	5	2	0x72C7A	0x51CB	170638	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
172	978	5	2	0x72C72	0x101A	170708	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
173	978	5	2	0x72C74	0x1219	170764	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
174	978	5	2	0x72C76	0x4EBA	170820	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
175	978	5	2	0x72722	0x082D	170946	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
176	978	5	2	0x72728	0x6630	171058	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
177	978	5	2	0x7275A	0x142D	171128	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
178	978	5	2	0x7275E	0x0882	171212	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
179	978	5	2	0x72762	0xD002	171296	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
180	978	5	2	0x72764	0x1439	171324	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
181	978	5	2	0x7276A	0x0802	171443	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
182	978	5	2	0x7276E	0x66F4	171527	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
183	978	5	2	0x72764	0x1439	171597	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
184	978	5	2	0x7276A	0x0802	171716	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
185	978	5	2	0x7276E	0x66F4	171786	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
186	978	5	2	0x72764	0x1439	171856	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
187	978	5	2	0x7276A	0x0802	171975	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
188	978	5	2	0x7276E	0x66F4	172045	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
189	978	5	2	0x72770	0x13C0	172101	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
190	978	5	2	0x72776	0x4E71	172220	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
191	978	5	2	0x72778	0x4E71	172248	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
192	978	5	2	0x7277A	0x4E71	172276	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
193	978	5	2	0x7277C	0x1439	172304	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
194	978	5	2	0x72782	0x0802	172423	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
195	978	5	2	0x72786	0x66F4	172507	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
196	978	5	2	0x72788	0x13C1	172563	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
197	978	6	2	0x7278E	0x4E75	172682	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
198	978	6	2	0x72C7A	0x51CB	172794	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
